monthly_charge,city,longitude,latitude,zip_code,number_of_referrals,age,tenure_in_months,total_long_distance_charges,total_revenue,avg_monthly_long_distance_charges,total_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,engagement_score,num_addon_services,offer,total_extra_data_charges,paperless_billing,total_refunds,multiple_lines,customer_status
84.9,San Diego,-117.152162,32.886925,92126,5,22,16,146.56,1544.81,9,1398.25,59.0,Month-to-Month,2,Bank Withdrawal,8,3,Offer D,0,No,0.0,Yes,0
86.0,Sherman Oaks,-118.432138,34.146957,91423,0,61,2,86.94,252.39,43,165.45,30.0,Month-to-Month,0,Bank Withdrawal,4,0,Offer E,0,Yes,0.0,Yes,1
54.25,Myers Flat,-123.805913,40.267158,95554,6,47,23,895.39,2116.94,38,1221.55,4.0,Month-to-Month,0,Bank Withdrawal,3,2,Offer D,0,No,0.0,No,0
20.5,Wishon,-119.548156,37.287758,93669,6,57,12,552.72,808.22,46,255.5,0.0,Month-to-Month,1,Credit Card,0,0,No Offer,0,No,0.0,No,0
76.5,Benton,-118.231443,37.653947,93512,5,63,15,596.55,1752.15,39,1155.6,18.0,Month-to-Month,1,Bank Withdrawal,7,3,No Offer,0,No,0.0,No,0
70.5,Stirling City,-121.527823,39.904002,95978,7,47,32,1422.4,3624.15,44,2201.75,6.0,One Year,0,Credit Card,6,3,No Offer,0,No,0.0,No,0
19.9,Mokelumne Hill,-120.592431,38.304194,95245,0,41,25,179.25,690.05,7,510.8,0.0,One Year,0,Credit Card,0,0,Offer C,0,No,0.0,No,0
19.45,Anaheim,-117.906099,33.830209,92805,2,26,36,1162.8,1917.3,32,754.5,0.0,Two Year,2,Credit Card,0,0,No Offer,0,No,0.0,No,0
85.3,Cardiff By The Sea,-117.272254,33.015866,92007,0,46,72,2601.36,8730.56,36,6129.2,21.0,Two Year,1,Bank Withdrawal,8,4,No Offer,0,No,0.0,No,0
112.2,San Francisco,-122.445121,37.770533,94117,0,57,45,1292.4,6324.25,28,5031.85,3.0,One Year,0,Credit Card,8,4,No Offer,0,No,0.0,No,0
100.55,Clayton,-121.848111,37.881842,94517,0,33,29,309.43,3188.18,10,2878.75,12.0,Month-to-Month,0,Bank Withdrawal,6,1,No Offer,0,No,0.0,Yes,0
36.1,Palo Alto,-122.131337,37.416159,94306,1,61,56,0.0,2031.5,0,1971.5,28.0,One Year,1,Credit Card,3,2,No Offer,60,Yes,0.0,No,0
90.6,San Diego,-117.134917,32.961064,92129,1,31,67,2060.25,8116.4,30,6056.15,5.0,One Year,0,Credit Card,5,2,Offer A,0,Yes,0.0,No,1
51.3,Monrovia,-118.000482,34.1528,91016,7,47,8,82.88,479.46,10,411.6,20.0,Month-to-Month,1,Credit Card,2,1,No Offer,0,Yes,15.02,No,0
24.55,Linden,-121.030499,38.047746,95236,0,20,68,397.12,2054.52,5,1657.4,0.0,Two Year,0,Credit Card,1,0,No Offer,0,No,0.0,Yes,0
26.0,Old Station,-121.428965,40.656287,96071,0,51,62,175.46,1814.16,2,1638.7,0.0,Two Year,3,Bank Withdrawal,1,0,Offer B,0,No,0.0,Yes,0
90.7,California City,-117.927597,35.151491,93505,1,67,31,1372.06,4207.56,44,2835.5,22.0,One Year,0,Bank Withdrawal,4,1,No Offer,0,Yes,0.0,Yes,0
20.65,Strathmore,-119.129075,36.141319,93267,0,33,6,194.04,303.34,32,109.3,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,0
80.0,Oak Park,-118.776874,34.19225,91377,0,24,8,319.36,943.96,39,624.6,73.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,No,0
105.0,Moraga,-122.107185,37.827946,94556,0,68,3,106.29,400.74,35,294.45,18.0,Month-to-Month,0,Bank Withdrawal,6,2,Offer E,0,Yes,0.0,Yes,1
50.7,La Mirada,-118.008961,33.902045,90638,1,20,7,179.48,529.83,25,350.35,71.0,Month-to-Month,2,Credit Card,2,1,No Offer,0,No,0.0,No,0
101.35,Lakewood,-118.078097,33.841027,90715,0,56,68,762.96,7873.71,11,7110.75,7.0,One Year,0,Bank Withdrawal,6,3,No Offer,0,No,0.0,Yes,0
94.7,Lakewood,-118.148403,33.840524,90712,0,78,7,67.9,741.0,9,673.1,17.0,Month-to-Month,0,Credit Card,6,2,No Offer,0,Yes,0.0,Yes,1
59.45,El Monte,-118.01462,34.074492,91732,4,29,14,596.96,1377.81,42,780.85,69.0,Month-to-Month,2,Bank Withdrawal,4,3,Offer D,0,No,0.0,No,0
69.6,Escondido,-116.967221,33.141265,92027,0,27,1,46.21,115.81,46,69.6,58.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,No,1
58.6,Madeline,-120.506086,41.042003,96119,9,38,55,364.65,3433.25,6,3068.6,23.0,Two Year,0,Bank Withdrawal,4,3,Offer B,0,No,0.0,No,0
63.4,Annapolis,-123.316553,38.731055,95412,0,21,6,0.0,358.8,0,348.8,52.0,Two Year,0,Mailed Check,8,4,No Offer,10,Yes,0.0,No,0
19.55,Montclair,-117.698319,34.072121,91763,9,27,28,443.8,987.6,15,543.8,0.0,Month-to-Month,3,Bank Withdrawal,0,0,No Offer,0,Yes,0.0,No,0
66.4,Cardiff By The Sea,-117.272254,33.015866,92007,0,50,13,392.47,1224.22,30,831.75,17.0,Month-to-Month,1,Credit Card,4,0,Offer D,0,No,0.0,No,0
90.45,Albion,-123.717354,39.225694,95410,6,76,23,1076.86,3224.11,46,2117.25,11.0,One Year,0,Bank Withdrawal,3,0,No Offer,30,Yes,0.0,No,0
18.8,Carlsbad,-117.258203,33.098018,92009,5,36,15,214.05,509.0,14,294.95,0.0,One Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
26.45,Fallbrook,-117.299644,33.362575,92028,1,42,37,1177.71,2089.31,31,911.6,0.0,Month-to-Month,2,Credit Card,1,0,No Offer,0,No,0.0,Yes,0
24.8,Emigrant Gap,-120.720196,39.23754,95715,0,21,23,1006.71,1622.06,43,615.35,0.0,One Year,0,Credit Card,1,0,No Offer,0,No,0.0,Yes,0
73.55,San Francisco,-122.434801,37.758085,94114,0,75,1,36.92,110.47,36,73.55,6.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,Yes,1
81.0,Corona,-117.600213,33.819385,92882,1,28,38,837.9,3922.8,22,3084.9,73.0,Two Year,0,Credit Card,7,3,No Offer,0,No,0.0,No,0
25.25,Cassel,-121.572692,40.936285,96016,0,61,22,105.38,671.88,4,566.5,0.0,Two Year,0,Credit Card,1,0,Offer D,0,No,0.0,Yes,0
105.0,San Diego,-117.202937,32.898613,92121,1,60,38,725.04,4751.44,19,4026.4,4.0,Month-to-Month,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,1
19.4,Clio,-120.580882,39.745805,96106,8,38,53,1341.96,2452.31,25,1110.35,0.0,Two Year,3,Credit Card,0,0,No Offer,0,Yes,0.0,No,0
45.4,Torrance,-118.347957,33.807882,90505,0,31,2,21.62,102.57,10,80.95,13.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,Yes,0.0,No,0
108.3,Sacramento,-121.439819,38.517295,95824,1,51,72,2991.6,10685.12,41,7679.65,25.0,Two Year,2,Bank Withdrawal,8,4,No Offer,50,Yes,36.13,No,0
93.3,Navarro,-123.552571,39.182916,95463,0,59,1,7.99,101.29,7,93.3,30.0,Month-to-Month,0,Bank Withdrawal,5,0,Offer E,0,Yes,0.0,Yes,1
54.95,Alta,-120.79153,39.218096,95701,4,60,69,0.0,3772.5,0,3772.5,56.0,Two Year,3,Credit Card,6,2,Offer A,0,Yes,0.0,No,0
94.55,Anaheim,-117.923782,33.807864,92802,3,68,35,715.4,4080.8,20,3365.4,18.0,One Year,0,Bank Withdrawal,5,2,Offer C,0,Yes,0.0,Yes,0
20.8,Los Angeles,-118.200577,34.017697,90023,6,19,24,620.16,1089.81,25,469.65,0.0,One Year,2,Credit Card,0,0,Offer C,0,Yes,0.0,No,0
20.8,Crescent Mills,-120.957805,40.080342,95934,1,25,53,2006.05,3027.85,37,1021.8,0.0,One Year,0,Bank Withdrawal,0,0,Offer B,0,No,0.0,No,1
50.75,Covelo,-123.178765,39.83307,95428,0,52,15,0.0,655.65,0,688.2,14.0,One Year,0,Bank Withdrawal,5,1,Offer D,0,No,32.55,No,0
38.9,Mammoth Lakes,-118.837167,37.550074,93546,0,34,16,0.0,664.4,0,664.4,30.0,Month-to-Month,0,Bank Withdrawal,3,1,No Offer,0,Yes,0.0,No,0
79.0,Mountain Center,-116.55783,33.638645,92561,0,59,33,581.79,3158.59,17,2576.8,19.0,Month-to-Month,0,Credit Card,3,2,Offer C,0,Yes,0.0,No,0
25.0,Pixley,-119.330928,35.957019,93256,1,46,3,0.0,78.25,0,78.25,12.0,Month-to-Month,0,Credit Card,1,0,Offer E,0,No,0.0,No,0
29.95,Ventura,-119.306383,34.360261,93001,1,32,9,0.0,258.95,0,248.95,9.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer E,10,Yes,0.0,No,1
57.75,Clipper Mills,-121.14836,39.562239,95930,5,30,23,296.24,1579.09,12,1282.85,41.0,One Year,0,Credit Card,4,3,Offer D,0,Yes,0.0,No,0
99.7,Stockton,-121.348048,38.044523,95209,0,73,30,1308.3,4355.65,43,2967.35,8.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,80,Yes,0.0,Yes,1
23.95,Santa Ana,-117.907063,33.719869,92704,1,40,51,2170.05,3386.4,42,1216.35,0.0,One Year,3,Credit Card,1,0,No Offer,0,Yes,0.0,Yes,0
60.8,Sebastopol,-122.861923,38.398815,95472,5,19,60,0.0,3603.45,0,3603.45,69.0,Two Year,0,Credit Card,7,3,No Offer,0,No,0.0,No,0
30.85,Fresno,-119.7645,36.878709,93720,0,59,13,0.0,394.1,0,394.1,7.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,0,Yes,0.0,No,0
21.25,Los Olivos,-120.02609,34.70434,93441,1,70,9,14.94,219.49,1,204.55,0.0,One Year,0,Credit Card,0,0,No Offer,0,Yes,0.0,No,0
80.9,Long Beach,-118.111335,33.823943,90808,7,33,14,563.08,1715.88,40,1152.8,19.0,Month-to-Month,1,Bank Withdrawal,3,0,No Offer,0,Yes,0.0,No,0
20.05,Hemet,-116.968339,33.739415,92543,6,44,34,150.28,829.28,4,679.0,0.0,Two Year,0,Credit Card,0,0,Offer C,0,No,0.0,No,0
24.9,Torrance,-118.353714,33.840399,90503,0,73,33,103.95,951.75,3,847.8,0.0,One Year,0,Bank Withdrawal,1,0,Offer C,0,Yes,0.0,Yes,0
76.05,Chula Vista,-116.97595,32.605012,91915,6,38,71,667.4,6103.85,9,5436.45,10.0,Two Year,1,Bank Withdrawal,2,1,No Offer,0,No,0.0,No,0
69.65,Cabazon,-116.76058,33.929812,92230,0,66,16,366.4,1409.7,22,1043.3,24.0,Two Year,0,Bank Withdrawal,1,0,Offer D,0,No,0.0,No,0
49.35,Fresno,-119.929894,36.78979,93722,1,44,71,0.0,3615.25,0,3515.25,25.0,Two Year,0,Bank Withdrawal,5,1,No Offer,100,No,0.0,No,1
98.65,Desert Center,-115.257009,33.889605,92239,0,26,26,962.0,3499.0,37,2537.0,76.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,No,0
97.95,Orange Cove,-119.298895,36.633498,93646,7,61,49,784.98,5702.88,16,4917.9,18.0,One Year,1,Bank Withdrawal,6,1,Offer B,0,Yes,0.0,Yes,0
85.7,Sylmar,-118.399841,34.321621,91342,0,80,45,186.3,4014.4,4,3778.1,20.0,Month-to-Month,0,Bank Withdrawal,4,3,No Offer,50,Yes,0.0,No,0
20.6,San Diego,-117.202937,32.898613,92121,2,63,33,1129.26,1819.51,34,690.25,0.0,One Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
-7.0,Folsom,-121.147403,38.672638,95630,0,69,1,20.06,99.26,20,79.2,24.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,No,1
95.2,Strawberry Valley,-121.093256,39.58458,95981,3,51,45,2160.9,6452.75,48,4285.8,18.0,Two Year,0,Credit Card,5,1,No Offer,50,Yes,43.95,No,0
19.1,Sacramento,-121.378826,38.542532,95826,0,28,1,5.02,24.12,5,19.1,0.0,Month-to-Month,0,Mailed Check,0,0,No Offer,0,No,0.0,No,0
74.8,Los Angeles,-118.149953,33.994524,90040,0,19,46,1952.24,5500.54,42,3548.3,69.0,Month-to-Month,0,Credit Card,2,1,Offer B,0,Yes,0.0,No,0
79.15,Escondido,-117.116916,33.21846,92026,2,47,33,1042.47,3593.87,31,2531.4,18.0,One Year,2,Bank Withdrawal,7,2,No Offer,20,Yes,0.0,Yes,0
69.5,Los Angeles,-118.308933,34.003553,90062,9,65,25,765.0,2517.65,30,1752.65,2.0,One Year,0,Credit Card,5,2,No Offer,0,Yes,0.0,Yes,0
54.6,Yuba City,-121.614982,39.02741,95991,5,29,17,0.0,887.07,0,934.8,27.0,One Year,0,Bank Withdrawal,6,2,Offer D,0,No,47.73,No,0
93.4,Planada,-120.306399,37.329725,95365,0,22,32,1482.56,4461.86,46,2979.3,85.0,Month-to-Month,0,Credit Card,6,3,No Offer,0,Yes,0.0,No,0
20.4,Riverside,-117.489426,33.920907,92505,0,31,1,17.81,38.21,17,20.4,0.0,Month-to-Month,0,Mailed Check,0,0,No Offer,0,No,0.0,No,0
49.95,Snelling,-120.426843,37.521708,95369,1,36,16,0.0,810.2,0,810.2,29.0,Month-to-Month,0,Bank Withdrawal,5,1,Offer D,0,Yes,0.0,No,1
45.3,Glendale,-118.262974,34.153338,91203,0,25,1,47.36,92.66,47,45.3,41.0,Month-to-Month,0,Credit Card,1,0,No Offer,0,No,0.0,No,0
19.55,Cedarville,-120.152505,41.505916,96104,1,40,51,1476.96,2563.71,28,1086.75,0.0,Two Year,1,Credit Card,0,0,Offer B,0,No,0.0,No,0
94.65,Twin Bridges,-120.13287,38.805481,95735,5,66,15,567.6,1852.65,37,1285.05,19.0,Two Year,0,Bank Withdrawal,5,1,Offer D,0,Yes,0.0,No,0
88.05,Indian Wells,-116.291089,33.537646,92210,1,79,50,1856.0,6323.35,37,4367.35,4.0,Month-to-Month,0,Bank Withdrawal,4,1,Offer B,100,Yes,0.0,Yes,1
108.1,Indio,-116.230055,33.752938,92203,0,59,48,475.68,5543.13,9,5067.45,4.0,Two Year,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,0
56.2,San Jose,-121.749494,37.246064,95138,0,19,27,71.01,1668.56,2,1567.55,59.0,One Year,2,Credit Card,3,2,Offer C,30,No,0.0,No,0
20.35,Fresno,-119.818274,36.757345,93728,1,24,72,1640.16,2994.56,22,1354.4,0.0,Two Year,1,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
76.95,Newport Beach,-117.893042,33.606336,92662,1,46,70,1278.2,6568.0,18,5289.8,18.0,Two Year,0,Credit Card,7,2,Offer A,0,Yes,0.0,Yes,0
55.2,Earlimart,-119.305858,35.858054,93219,0,62,15,24.45,969.0,1,864.55,11.0,One Year,2,Credit Card,3,2,Offer D,80,No,0.0,No,0
106.65,Surfside,-118.085304,33.728273,90743,0,29,17,659.26,2331.36,38,1672.1,59.0,Month-to-Month,0,Bank Withdrawal,7,4,No Offer,0,Yes,0.0,Yes,0
44.45,Plymouth,-120.891614,38.489273,95669,0,63,1,48.31,92.76,48,44.45,22.0,Month-to-Month,0,Mailed Check,1,0,Offer E,0,Yes,0.0,No,1
88.95,Boulder Creek,-122.142961,37.171727,95006,0,71,25,1191.5,3482.7,47,2291.2,23.0,Month-to-Month,0,Bank Withdrawal,4,1,Offer C,0,Yes,0.0,Yes,1
43.05,San Diego,-117.142454,32.774046,92108,0,40,50,0.0,2208.05,0,2208.05,76.0,One Year,3,Bank Withdrawal,4,2,Offer B,0,Yes,0.0,No,0
19.3,San Bernardino,-117.300864,34.142747,92405,0,56,2,31.58,59.88,15,28.3,0.0,One Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,1
73.95,San Diego,-117.209774,32.85723,92122,0,63,34,52.7,2577.15,1,2524.45,14.0,Month-to-Month,0,Credit Card,2,1,Offer C,0,Yes,0.0,No,1
74.65,San Jose,-122.000887,37.305622,95129,0,39,13,554.06,1520.31,42,966.25,15.0,One Year,0,Credit Card,2,1,No Offer,0,Yes,0.0,No,0
109.55,Fallbrook,-117.299644,33.362575,92028,1,54,47,358.14,5482.69,7,5124.55,20.0,Month-to-Month,0,Bank Withdrawal,8,3,Offer B,0,Yes,0.0,Yes,1
55.0,Santa Clara,-121.98469,37.348129,95051,0,27,6,225.42,565.82,37,340.4,58.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,0,Yes,0.0,No,0
104.4,Galt,-121.259201,38.274451,95632,0,20,46,269.56,5173.76,5,4904.2,82.0,Two Year,0,Bank Withdrawal,7,3,Offer B,0,Yes,0.0,No,0
61.05,San Francisco,-122.384532,37.731505,94124,3,19,33,524.37,2542.77,15,2018.4,52.0,Two Year,0,Credit Card,4,3,Offer C,0,Yes,0.0,No,0
50.5,Bangor,-121.38029,39.396585,95914,0,35,1,39.58,90.08,39,50.5,28.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,0,Yes,0.0,No,1
25.1,Long Beach,-118.111335,33.823943,90808,6,39,30,1416.3,2190.44,47,789.55,0.0,Two Year,2,Credit Card,1,0,Offer C,0,Yes,15.41,Yes,0
109.2,Rancho Cucamonga,-117.611478,34.132275,91701,0,49,72,2527.92,10406.22,35,7878.3,22.0,Two Year,0,Bank Withdrawal,8,3,No Offer,0,No,0.0,Yes,0
69.45,Loma Linda,-117.255974,34.049315,92354,8,23,24,1057.44,2671.49,44,1614.05,59.0,Month-to-Month,0,Bank Withdrawal,5,1,Offer C,0,Yes,0.0,No,0
58.65,Oakland,-122.208417,37.803883,94602,3,31,71,0.0,4145.25,0,4145.25,8.0,Two Year,0,Credit Card,7,3,Offer A,0,No,0.0,No,0
25.0,Sultana,-119.338535,36.545353,93666,5,68,61,1167.54,2669.29,19,1501.75,0.0,Two Year,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,Yes,0
100.55,Buellton,-120.238218,34.631362,93427,0,56,14,517.58,1933.13,36,1415.55,27.0,Month-to-Month,0,Bank Withdrawal,6,1,No Offer,0,Yes,0.0,Yes,1
19.7,Smith River,-124.097094,41.950683,95567,0,42,1,1.91,21.61,1,19.7,0.0,Month-to-Month,0,Mailed Check,0,0,No Offer,0,No,0.0,No,1
104.3,Citrus Heights,-121.271616,38.69508,95610,5,23,65,856.05,7651.35,13,6725.3,59.0,Two Year,1,Credit Card,7,2,No Offer,70,Yes,0.0,Yes,0
81.85,Beverly Hills,-118.401508,34.062095,90212,3,51,23,131.1,1941.95,5,1810.85,30.0,One Year,3,Credit Card,3,1,Offer D,0,No,0.0,Yes,0
79.55,North Hollywood,-118.400022,34.207295,91605,0,56,1,5.1,84.65,5,79.55,10.0,Month-to-Month,0,Credit Card,3,1,Offer E,0,Yes,0.0,Yes,1
20.85,June Lake,-119.055813,37.730269,93529,2,24,45,1808.55,2700.7,40,892.15,0.0,Two Year,1,Mailed Check,0,0,Offer B,0,No,0.0,No,0
60.45,Fresno,-119.787574,36.749403,93701,0,50,24,569.04,2009.79,23,1440.75,4.0,Month-to-Month,0,Bank Withdrawal,4,3,Offer C,0,No,0.0,No,0
60.6,Leggett,-123.741474,39.873371,95585,0,64,18,197.46,1353.81,10,1156.35,9.0,Month-to-Month,0,Credit Card,4,2,Offer D,0,Yes,0.0,Yes,0
20.0,Mount Hamilton,-121.634151,37.382909,95140,7,40,63,2954.7,4163.95,46,1209.25,0.0,Two Year,2,Credit Card,0,0,Offer B,0,No,0.0,No,0
20.35,San Ardo,-120.85305,35.996008,93450,0,46,5,158.9,251.65,31,92.75,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
29.45,Dos Palos,-120.630682,37.045728,93620,0,22,6,0.0,161.45,0,161.45,52.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer E,0,No,0.0,No,0
-4.0,Los Angeles,-118.246978,33.949255,90002,9,31,58,1083.44,2269.39,18,1185.95,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
65.55,Fremont,-121.964583,37.572273,94536,0,29,67,3332.58,7734.13,49,4361.55,41.0,Two Year,0,Bank Withdrawal,5,2,Offer A,40,No,0.0,No,0
51.25,Fort Bragg,-123.683979,39.455555,95437,1,26,12,562.56,1174.66,46,612.1,73.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer D,0,Yes,0.0,No,0
99.45,Madera,-120.194274,36.902954,93637,0,54,59,2325.78,7979.48,39,5623.7,12.0,Month-to-Month,0,Bank Withdrawal,7,3,Offer B,30,Yes,0.0,Yes,0
55.7,Orange,-117.848299,33.828779,92865,0,62,1,48.22,103.92,48,55.7,22.0,Month-to-Month,0,Credit Card,3,0,No Offer,0,Yes,0.0,No,1
50.95,Santa Barbara,-119.726936,34.406256,93109,0,42,2,73.92,196.97,36,123.05,24.0,Month-to-Month,0,Credit Card,2,1,Offer E,0,No,0.0,No,0
83.25,Palo Alto,-122.131337,37.416159,94306,10,73,4,57.36,325.48,14,308.05,14.0,One Year,0,Bank Withdrawal,3,0,No Offer,0,Yes,39.93,Yes,0
85.45,Kelseyville,-122.792243,38.93496,95451,10,39,72,2242.8,8470.3,31,6227.5,16.0,Two Year,0,Credit Card,8,3,No Offer,0,Yes,0.0,Yes,0
49.2,Woodland,-121.694431,38.694081,95776,0,47,5,36.55,253.45,7,216.9,18.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer E,0,Yes,0.0,No,1
83.2,San Diego,-117.118456,33.017518,92127,0,23,23,459.08,2467.59,19,2032.3,76.0,Month-to-Month,0,Bank Withdrawal,4,3,No Offer,0,No,23.79,No,0
96.6,Moreno Valley,-117.244933,33.923149,92553,10,25,28,939.96,3624.31,33,2684.35,52.0,Month-to-Month,0,Credit Card,5,2,No Offer,0,No,0.0,Yes,0
85.35,Trinity Center,-122.700545,41.081847,96091,0,59,30,1290.3,3840.7,43,2530.4,4.0,One Year,0,Bank Withdrawal,8,4,No Offer,20,No,0.0,No,1
30.5,La Puente,-117.936436,34.031441,91744,1,22,5,0.0,167.2,0,167.2,59.0,Month-to-Month,1,Bank Withdrawal,2,1,No Offer,0,Yes,0.0,No,0
70.0,San Lorenzo,-122.132415,37.676249,94580,0,61,34,158.44,2563.54,4,2416.1,21.0,Month-to-Month,0,Credit Card,1,0,Offer C,0,Yes,11.0,No,1
97.1,Copperopolis,-120.67108,37.943954,95228,10,40,2,78.7,262.85,39,184.15,24.0,Month-to-Month,1,Bank Withdrawal,5,1,Offer E,0,No,0.0,No,0
78.85,Fullerton,-117.929029,33.868316,92832,0,76,14,672.14,1765.94,48,1043.8,2.0,Month-to-Month,0,Bank Withdrawal,3,2,No Offer,50,No,0.0,No,0
103.75,Napa,-122.27011,38.489789,94558,1,77,62,440.82,6824.17,7,6383.35,16.0,One Year,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,1
103.85,Larkspur,-122.532369,37.937082,94939,1,74,53,2086.08,7571.58,39,5485.5,23.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,Yes,1
110.45,Santa Maria,-120.418784,34.818227,93455,0,19,30,394.8,3721.85,13,3327.05,27.0,One Year,0,Credit Card,8,3,No Offer,0,No,0.0,Yes,0
20.15,San Bernardino,-117.297553,34.106922,92410,4,30,16,616.8,958.15,38,341.35,0.0,Month-to-Month,3,Bank Withdrawal,0,0,Offer D,0,No,0.0,No,0
117.15,Cambria,-121.032256,35.591387,93428,1,43,72,1792.08,10321.58,24,8529.5,5.0,Two Year,0,Credit Card,9,4,Offer A,0,Yes,0.0,Yes,0
43.85,Carson,-118.252272,33.859171,90746,0,54,1,15.9,69.75,15,43.85,27.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,10,Yes,0.0,No,0
99.8,Pomona,-117.785168,34.067932,91768,1,27,49,2300.06,7302.51,46,4872.45,73.0,Month-to-Month,0,Bank Withdrawal,6,1,No Offer,130,Yes,0.0,Yes,1
26.3,Galt,-121.259201,38.274451,95632,2,54,67,974.18,2663.08,14,1688.9,0.0,Two Year,2,Credit Card,1,0,Offer A,0,No,0.0,Yes,0
64.9,Tuolumne,-120.188002,37.939768,95379,0,42,11,149.16,865.26,13,716.1,17.0,Month-to-Month,0,Bank Withdrawal,4,0,Offer D,0,Yes,0.0,No,0
70.3,Compton,-118.206459,33.885811,90221,0,57,1,15.92,86.22,15,70.3,11.0,Month-to-Month,0,Bank Withdrawal,1,0,Offer E,0,Yes,0.0,No,1
19.9,Nevada City,-120.858667,39.333737,95959,0,21,1,1.5,21.4,1,19.9,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
114.35,Glendora,-117.849815,34.14649,91741,0,46,50,990.0,6791.1,19,5791.1,21.0,One Year,0,Credit Card,9,4,Offer B,10,No,0.0,Yes,0
83.55,Emigrant Gap,-120.720196,39.23754,95715,4,25,72,1527.12,7710.42,21,6093.3,27.0,Two Year,2,Credit Card,8,3,No Offer,90,Yes,0.0,Yes,0
30.55,San Diego,-117.089287,32.827238,92124,0,60,1,0.0,70.55,0,30.55,9.0,Month-to-Month,0,Credit Card,2,1,No Offer,40,No,0.0,No,0
29.5,Grand Terrace,-117.307211,34.029175,92313,6,38,48,0.0,1423.05,0,1423.05,16.0,Month-to-Month,1,Credit Card,2,1,No Offer,0,Yes,0.0,No,0
104.75,Mineral,-121.579609,40.408796,96063,0,69,42,681.24,5004.69,16,4323.45,12.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,Yes,1
75.25,Wasco,-119.4464,35.652242,93280,7,55,31,900.86,3243.37,29,2344.5,22.0,One Year,0,Bank Withdrawal,7,3,No Offer,0,Yes,1.99,Yes,0
111.95,San Diego,-117.07245,32.762506,92115,0,77,56,1089.76,7508.66,19,6418.9,28.0,One Year,0,Bank Withdrawal,7,3,Offer B,0,Yes,0.0,Yes,1
89.35,West Hills,-118.68493,34.199787,91307,1,24,19,701.48,2388.33,36,1686.85,52.0,One Year,3,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,Yes,0
79.2,Coalinga,-120.387793,36.186867,93210,5,53,69,1487.64,6908.29,21,5420.65,17.0,Two Year,1,Credit Card,3,1,Offer A,0,Yes,0.0,Yes,0
20.35,Dillon Beach,-122.956268,38.24458,94929,0,43,7,290.99,441.59,41,150.6,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,0
25.2,Lake Arrowhead,-117.19335,34.2565,92352,0,50,11,20.57,265.72,1,245.15,0.0,One Year,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,Yes,0
104.6,San Diego,-117.209774,32.85723,92122,0,24,43,553.84,5313.69,12,4759.85,59.0,Two Year,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,1
74.4,Antioch,-121.801599,37.980057,94509,0,32,3,71.46,287.26,23,215.8,24.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,No,0.0,Yes,1
59.5,Rancho Cordova,-121.161585,38.591134,95742,9,34,56,1990.8,5380.05,35,3389.25,17.0,Two Year,0,Credit Card,4,2,Offer B,0,No,0.0,Yes,0
55.25,San Diego,-117.232376,32.787836,92109,0,20,40,323.2,2462.4,8,2139.2,76.0,Month-to-Month,1,Mailed Check,3,2,No Offer,0,Yes,0.0,No,1
