monthly_charge,city,zip_code,latitude,longitude,age,total_long_distance_charges,number_of_referrals,total_charges,avg_monthly_gb_download,tenure_in_months,avg_monthly_long_distance_charges,total_revenue,number_of_dependents,contract,payment_method,engagement_score,total_extra_data_charges,offer,internet_type,num_addon_services,paperless_billing,total_refunds,customer_status
44.6,San Diego,92101,32.72523,-117.171346,27,221.34,0,681.4,73.0,17,13,902.74,0,One Year,Credit Card,1,0,No Offer,Cable,0,No,0.0,0
106.35,Alamo,94507,37.855717,-121.994813,38,2960.1,1,7261.75,24.0,69,42,10221.85,2,Two Year,Credit Card,7,0,No Offer,Fiber Optic,3,Yes,0.0,0
94.3,Lynwood,90262,33.923573,-118.200669,23,485.81,8,3460.95,58.0,37,13,3946.76,0,Two Year,Credit Card,5,0,Offer C,Fiber Optic,2,No,0.0,0
25.2,Oakland,94602,37.803883,-122.208417,73,0.0,0,102.5,19.0,4,0,102.5,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,DSL,0,Yes,0.0,1
90.85,San Diego,92122,32.85723,-117.209774,64,8.56,0,90.85,24.0,1,8,99.41,0,Month-to-Month,Credit Card,5,0,Offer E,Fiber Optic,1,Yes,0.0,1
108.5,Yucaipa,92399,34.04597,-117.011825,50,2767.68,2,8003.8,16.0,72,38,10771.48,0,One Year,Bank Withdrawal,8,0,Offer A,Fiber Optic,3,Yes,0.0,0
94.75,Essex,92332,34.9436,-115.287901,26,177.12,4,759.55,82.0,8,22,936.67,3,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,Yes,0.0,0
35.8,Atherton,94027,37.454924,-122.203168,19,0.0,1,1782.0,82.0,49,0,1782.0,0,One Year,Credit Card,3,0,No Offer,Cable,2,Yes,0.0,0
19.85,Rancho Cucamonga,91739,34.133809,-117.523724,27,1286.55,0,470.0,0.0,27,47,1756.55,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
65.55,Orange,92865,33.828779,-117.848299,22,53.24,0,237.2,59.0,4,13,290.44,0,Month-to-Month,Credit Card,5,0,No Offer,Cable,1,No,0.0,0
108.95,Piercy,95587,39.955587,-123.681175,28,1530.72,0,7875.0,53.0,72,21,9405.72,0,Two Year,Credit Card,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
64.2,Dos Palos,93620,37.045728,-120.630682,38,8.82,2,143.65,26.0,2,4,182.47,0,Month-to-Month,Credit Card,5,30,Offer E,DSL,2,Yes,0.0,0
19.95,Orange,92869,33.792791,-117.789749,47,62.9,0,47.7,0.0,2,31,110.6,0,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
105.4,San Jacinto,92583,33.796568,-116.924723,37,2611.66,0,6989.45,16.0,67,38,9601.11,2,One Year,Bank Withdrawal,7,0,Offer A,Fiber Optic,2,Yes,0.0,0
66.25,Live Oak,95953,39.258746,-121.77697,27,223.29,0,620.55,69.0,9,24,853.84,0,Month-to-Month,Mailed Check,4,10,No Offer,Cable,2,No,0.0,1
46.0,Hamilton City,95951,39.732767,-122.042298,48,60.28,0,193.6,16.0,4,15,253.88,0,Month-to-Month,Mailed Check,1,0,No Offer,Cable,0,Yes,0.0,1
78.85,Fallbrook,92028,33.362575,-117.299644,56,667.7,0,1600.25,10.0,22,30,2317.95,0,Month-to-Month,Credit Card,3,50,Offer D,Fiber Optic,1,Yes,0.0,0
75.15,San Francisco,94114,37.758085,-122.434801,64,1980.48,0,3772.65,23.0,48,41,5753.13,0,One Year,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,No,0.0,0
20.55,San Diego,92114,32.707892,-117.05512,34,2100.43,0,945.7,0.0,47,44,3046.13,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
66.9,Sloughhouse,95683,38.470423,-121.114897,49,2930.4,5,4370.25,11.0,66,44,7370.65,0,Two Year,Bank Withdrawal,5,70,Offer A,DSL,3,No,0.0,0
20.3,Redding,96002,40.527834,-122.318749,28,378.51,0,755.4,0.0,37,10,1133.91,3,One Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
95.1,Gardena,90248,33.876482,-118.284077,71,4.89,1,95.1,11.0,1,4,99.99,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,Yes,0.0,1
40.05,Lucerne,95458,39.141934,-122.770679,80,0.0,5,880.2,18.0,22,0,880.2,2,Month-to-Month,Mailed Check,3,0,No Offer,Cable,1,No,0.0,1
61.3,Rescue,95672,38.724322,-120.991237,59,1063.44,7,3346.8,53.0,56,18,4410.24,3,Two Year,Credit Card,4,0,No Offer,Cable,3,Yes,0.0,0
112.75,El Cerrito,94530,37.924838,-122.289145,30,2537.28,0,8192.6,42.0,72,35,10729.88,0,Two Year,Credit Card,9,0,Offer A,Fiber Optic,4,Yes,0.0,0
95.1,Frazier Park,93225,34.827662,-118.999073,32,456.9,0,865.1,11.0,10,45,1278.75,0,Month-to-Month,Credit Card,5,0,Offer D,Fiber Optic,1,Yes,43.25,0
69.5,Escondido,92026,33.21846,-117.116916,24,309.87,0,653.25,51.0,9,34,963.12,0,Month-to-Month,Credit Card,6,0,No Offer,DSL,3,Yes,0.0,0
19.25,San Francisco,94124,37.731505,-122.384532,31,1323.35,0,617.65,0.0,35,37,1941.0,0,Month-to-Month,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
69.5,Marina,93933,36.689582,-121.758398,75,41.2,0,69.5,15.0,1,41,190.7,0,Month-to-Month,Bank Withdrawal,1,80,No Offer,Fiber Optic,0,Yes,0.0,1
74.0,Middletown,95461,38.787446,-122.58675,73,1898.64,10,3919.15,5.0,54,35,5817.79,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,0,No,0.0,0
85.7,Brea,92823,33.924143,-117.79387,68,45.81,0,85.7,21.0,1,45,131.51,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,Yes,0.0,1
104.75,Bieber,96009,41.083464,-121.107929,52,3071.25,0,6536.5,21.0,63,48,9607.75,0,Two Year,Bank Withdrawal,7,0,Offer B,Fiber Optic,2,Yes,0.0,0
96.75,Lakehead,96051,40.883853,-122.418258,72,1832.74,0,5206.55,28.0,53,34,7039.29,0,One Year,Credit Card,6,0,Offer B,Fiber Optic,3,Yes,0.0,0
75.7,Caliente,93518,35.358953,-118.527064,39,9.05,0,75.7,21.0,1,9,84.75,0,Month-to-Month,Bank Withdrawal,2,0,Offer E,Fiber Optic,1,Yes,0.0,1
60.05,Paso Robles,93446,35.634222,-120.728341,43,437.51,1,3994.05,19.0,67,6,4431.56,2,One Year,Credit Card,4,0,No Offer,Cable,3,No,0.0,0
83.3,Taylorsville,95983,40.053684,-120.743116,56,952.11,9,5894.5,18.0,71,13,6809.17,0,Two Year,Credit Card,8,0,No Offer,DSL,3,Yes,37.44,0
94.45,Edwards,93523,34.966777,-117.961179,21,267.54,5,3923.8,69.0,42,6,4331.34,3,One Year,Credit Card,5,140,Offer B,Fiber Optic,2,Yes,0.0,0
25.25,Laguna Niguel,92677,33.529047,-117.701175,39,475.08,4,274.7,0.0,12,39,749.78,2,Two Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
90.65,Kingsburg,93631,36.478239,-119.52137,66,2657.34,10,5199.8,4.0,57,46,7857.14,0,One Year,Bank Withdrawal,4,0,No Offer,Fiber Optic,2,Yes,0.0,0
89.7,Fremont,94538,37.505768,-121.962472,50,53.55,5,3165.6,57.0,35,1,3219.15,3,One Year,Bank Withdrawal,4,0,Offer C,Fiber Optic,2,Yes,0.0,0
34.05,Esparto,95627,38.834469,-122.127193,64,0.0,0,1113.95,12.0,33,0,1113.95,2,One Year,Credit Card,3,0,No Offer,Cable,2,No,0.0,0
24.8,Salton City,92275,33.28156,-115.955541,60,1021.76,1,1476.25,0.0,62,16,2498.01,1,One Year,Bank Withdrawal,1,0,No Offer,No Internet,0,No,0.0,0
74.3,Winnetka,91306,34.209532,-118.577563,53,432.5,0,1952.25,26.0,25,17,2344.21,0,Month-to-Month,Bank Withdrawal,2,0,Offer C,Fiber Optic,1,No,40.54,0
85.9,Monte Rio,95462,38.471049,-123.015549,56,1098.76,1,2196.45,2.0,26,42,3295.21,0,Month-to-Month,Credit Card,4,0,No Offer,Fiber Optic,1,No,0.0,0
30.1,Crockett,94525,38.049292,-122.228415,56,0.0,0,1131.3,24.0,39,0,1281.3,2,Month-to-Month,Credit Card,2,150,No Offer,DSL,1,No,0.0,1
64.35,Macdoel,96058,41.769709,-121.92063,55,1549.04,0,2053.05,7.0,34,45,3555.7,0,One Year,Bank Withdrawal,5,0,No Offer,DSL,2,No,46.39,0
87.2,La Crescenta,91214,34.239636,-118.245259,32,1620.43,4,4345.0,23.0,49,33,5965.43,2,One Year,Credit Card,8,0,No Offer,DSL,4,Yes,0.0,0
39.65,Glendale,91205,34.13658,-118.245839,50,0.0,0,733.35,21.0,19,0,733.35,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,DSL,1,Yes,0.0,1
55.5,Valencia,91354,34.457005,-118.573726,64,572.56,0,934.15,14.0,17,33,1506.71,0,Month-to-Month,Credit Card,3,0,No Offer,DSL,2,Yes,0.0,0
80.6,Orange,92867,33.81859,-117.821288,56,2608.13,0,4348.1,29.0,53,49,7006.78,0,Month-to-Month,Credit Card,3,90,Offer B,Fiber Optic,2,Yes,39.45,0
48.75,La Habra,90631,33.940619,-117.9513,32,26.26,10,48.75,22.0,1,26,75.01,2,Month-to-Month,Credit Card,2,0,No Offer,DSL,1,Yes,0.0,0
67.95,Lakeshore,93634,37.290606,-119.216328,41,1745.1,7,4664.15,15.0,70,24,6409.25,0,Two Year,Credit Card,6,0,Offer A,DSL,3,No,0.0,0
55.05,Challenge,95925,39.461768,-121.195825,47,85.1,0,102.75,30.0,2,42,187.85,0,Month-to-Month,Credit Card,3,0,Offer E,DSL,2,Yes,0.0,1
91.0,Richmond,94804,37.921034,-122.341798,26,1266.72,0,2626.15,59.0,28,45,3892.87,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,2,No,0.0,0
20.3,Fresno,93728,36.757345,-119.818274,44,584.82,0,595.05,0.0,27,21,1179.87,0,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
90.8,Five Points,93624,36.397745,-120.119911,22,1706.4,1,6511.8,59.0,72,23,8278.2,1,Two Year,Credit Card,5,60,Offer A,Fiber Optic,1,Yes,0.0,0
-7.0,San Juan Bautista,95045,36.810568,-121.503022,20,0.0,3,149.05,76.0,7,0,149.05,2,Month-to-Month,Bank Withdrawal,2,0,No Offer,DSL,0,Yes,0.0,0
84.85,Challenge,95925,39.461768,-121.195825,68,164.3,4,2633.4,3.0,31,5,2797.7,0,Two Year,Bank Withdrawal,4,0,Offer C,Fiber Optic,0,Yes,0.0,0
104.4,Trinidad,95570,41.162295,-124.027381,46,373.56,1,3409.6,12.0,33,11,3783.16,0,Month-to-Month,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,Yes,0.0,1
24.0,Mendocino,95460,39.305545,-123.743697,60,184.28,8,1664.3,0.0,68,2,1848.58,1,Two Year,Bank Withdrawal,1,0,Offer A,No Internet,0,Yes,0.0,0
91.05,Hornitos,95325,37.479926,-120.230424,40,1513.6,0,2871.5,24.0,32,47,4385.1,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,No,0.0,0
19.0,Sacramento,95864,38.585826,-121.376263,31,80.64,0,78.9,0.0,4,20,159.54,0,Month-to-Month,Mailed Check,0,0,No Offer,No Internet,0,No,0.0,0
100.3,Thornton,95686,38.157794,-121.520223,51,636.8,0,6603.8,2.0,64,9,7240.6,0,One Year,Credit Card,6,0,Offer B,Fiber Optic,2,Yes,0.0,0
85.75,Modesto,95358,37.612612,-121.108568,48,1049.1,0,2146.5,13.0,26,40,3195.6,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,1,Yes,0.0,0
46.35,Scotts Valley,95066,37.070177,-122.010077,74,0.0,9,3353.4,19.0,71,0,3334.76,0,Two Year,Credit Card,5,0,Offer A,DSL,4,No,18.64,0
80.85,San Diego,92126,32.886925,-117.152162,40,163.02,0,1008.7,20.0,13,12,1171.72,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,Yes,0.0,1
98.8,San Diego,92111,32.805518,-117.169052,64,420.66,0,3959.15,2.0,41,10,4352.72,0,Two Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,27.09,0
86.55,Lompoc,93437,34.757477,-120.550507,47,198.08,0,649.65,2.0,8,24,847.73,0,Month-to-Month,Bank Withdrawal,4,0,Offer E,Fiber Optic,0,Yes,0.0,1
19.85,Beverly Hills,90211,34.063947,-118.383001,53,95.12,0,810.45,0.0,41,2,905.57,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
74.45,Hilmar,95324,37.394536,-120.890747,33,163.09,0,3510.3,12.0,47,3,3673.39,0,Two Year,Credit Card,6,0,Offer B,DSL,2,No,0.0,0
74.95,Palm Springs,92262,33.839989,-116.659215,62,156.31,3,2149.05,17.0,29,5,2305.36,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,0,Yes,0.0,0
29.4,Lewiston,96052,40.704293,-122.803899,65,0.0,0,221.9,4.0,8,0,221.9,0,Month-to-Month,Bank Withdrawal,2,0,Offer E,DSL,1,Yes,0.0,1
112.95,Pearblossom,93553,34.445239,-117.894868,38,2785.02,0,6465.0,6.0,57,48,9250.02,0,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,0.0,1
59.65,Los Angeles,90031,34.085807,-118.206617,27,927.36,0,2536.55,26.0,42,22,3463.91,0,Month-to-Month,Bank Withdrawal,4,0,Offer B,Cable,3,No,0.0,0
87.55,Oak View,93022,34.404544,-119.302118,30,1611.39,0,4884.85,41.0,57,28,6494.41,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,3,Yes,1.83,0
74.7,Grass Valley,95949,39.099204,-121.137962,69,11.34,0,74.7,20.0,1,11,86.04,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,0,Yes,0.0,1
20.35,Anaheim,92802,33.807864,-117.923782,24,1756.35,3,929.2,0.0,45,39,2685.55,2,Two Year,Credit Card,0,0,Offer B,No Internet,0,No,0.0,0
79.85,Bonsall,92003,33.290907,-117.202895,36,412.56,0,4308.25,3.0,54,7,4720.81,0,Month-to-Month,Bank Withdrawal,3,0,Offer B,Fiber Optic,1,Yes,0.0,0
94.5,San Diego,92129,32.961064,-117.134917,72,916.74,1,3105.55,8.0,33,27,4022.29,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,Yes,0.0,1
35.45,Los Alamitos,90720,33.79499,-118.065591,58,0.0,4,1958.95,8.0,52,0,1958.95,0,One Year,Credit Card,3,0,No Offer,DSL,2,No,0.0,0
90.35,Niland,92257,33.345825,-115.596574,31,1307.82,1,6325.25,29.0,71,18,7633.07,0,Two Year,Bank Withdrawal,9,0,Offer A,DSL,4,No,0.0,0
90.15,Turlock,95382,37.529656,-120.854357,78,711.36,2,6716.45,16.0,72,9,7427.81,1,Two Year,Bank Withdrawal,8,0,No Offer,Cable,4,Yes,0.0,0
90.25,Los Angeles,90031,34.085807,-118.206617,36,786.24,9,6369.45,28.0,72,10,7155.69,0,Two Year,Credit Card,9,0,No Offer,DSL,4,Yes,0.0,0
24.8,Rancho Mirage,92270,33.763678,-116.429928,27,1337.6,2,1024.7,0.0,40,33,2362.3,2,Two Year,Credit Card,1,0,Offer B,No Internet,0,Yes,0.0,0
54.6,Whittier,90603,33.945318,-117.992066,48,0.0,1,3423.5,30.0,64,0,3423.5,0,Two Year,Bank Withdrawal,6,0,No Offer,DSL,2,Yes,0.0,0
20.25,Yorkville,95494,38.888351,-123.239647,41,635.44,4,493.95,0.0,26,24,1129.39,1,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
24.45,Temecula,92592,33.507255,-117.029473,31,0.0,0,86.6,9.0,4,0,86.6,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,DSL,0,Yes,0.0,1
20.85,Orleans,95556,41.269521,-123.546958,47,2052.96,2,1071.6,0.0,52,39,3124.56,3,One Year,Credit Card,0,0,Offer B,No Internet,0,Yes,0.0,0
97.95,Farmington,95230,37.956963,-120.863055,65,707.42,5,5936.55,25.0,62,11,6643.97,0,One Year,Credit Card,5,0,No Offer,Fiber Optic,2,Yes,0.0,0
73.15,Concord,94521,37.971421,-121.971504,54,621.6,1,3088.25,23.0,42,14,3709.85,2,One Year,Bank Withdrawal,6,0,No Offer,DSL,2,No,0.0,0
79.15,Berkeley,94708,37.897743,-122.263124,80,295.24,0,827.7,15.0,11,26,1262.94,0,Month-to-Month,Credit Card,3,140,Offer D,Fiber Optic,0,Yes,0.0,0
113.15,Santa Paula,93060,34.402343,-119.094824,48,1609.56,1,7856.0,22.0,68,23,9465.56,0,Two Year,Bank Withdrawal,9,0,Offer A,Fiber Optic,4,Yes,0.0,1
94.3,Compton,90222,33.912246,-118.236773,19,65.6,10,3893.6,59.0,41,1,3959.2,2,Month-to-Month,Bank Withdrawal,5,0,Offer B,Fiber Optic,2,Yes,0.0,0
64.8,Chualar,93925,36.596271,-121.442274,52,0.0,9,4719.75,18.0,72,0,4719.75,0,Two Year,Credit Card,8,0,No Offer,DSL,4,Yes,0.0,0
80.85,Ojai,93023,34.581308,-118.931948,64,14.91,0,80.85,21.0,1,14,95.76,0,Month-to-Month,Credit Card,3,0,No Offer,Fiber Optic,0,Yes,0.0,1
69.6,Woody,93287,35.710244,-118.881679,74,30.64,0,131.65,21.0,2,15,162.29,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,Fiber Optic,0,Yes,0.0,1
85.55,Applegate,95703,38.983388,-120.988814,78,10.98,0,187.45,25.0,2,5,198.43,0,Month-to-Month,Bank Withdrawal,3,0,Offer E,Fiber Optic,0,Yes,0.0,1
100.65,San Jose,95126,37.327069,-121.916819,49,544.39,0,4917.75,27.0,49,11,5462.14,0,Two Year,Credit Card,6,0,No Offer,Fiber Optic,2,No,0.0,0
90.85,Weaverville,96093,40.759401,-122.939337,69,839.88,0,3186.7,23.0,36,23,4026.58,0,Month-to-Month,Bank Withdrawal,4,0,Offer C,Fiber Optic,1,Yes,0.0,1
105.6,Sunnyvale,94087,37.3511,-122.037311,35,1909.6,1,6068.65,13.0,56,34,7978.25,0,One Year,Credit Card,7,0,Offer B,Fiber Optic,3,Yes,0.0,0
104.8,Laton,93242,36.444232,-119.718285,58,2915.28,4,7470.1,15.0,72,40,10385.38,0,Two Year,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,Yes,0.0,0
105.1,Big Pine,93513,37.245505,-118.062943,79,3170.86,1,7548.1,8.0,71,44,10718.96,0,Month-to-Month,Credit Card,7,0,No Offer,Fiber Optic,2,Yes,0.0,1
78.5,Palm Desert,92260,33.694501,-116.412711,71,457.38,0,874.2,3.0,11,41,1331.58,0,Two Year,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,Yes,0.0,0
104.05,San Jose,95135,37.28682,-121.723877,73,189.75,5,1133.65,27.0,11,17,1323.4,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,1
59.3,Long Beach,90802,33.752524,-118.210737,51,0.0,1,3014.65,2.0,51,0,3014.65,0,One Year,Bank Withdrawal,7,0,No Offer,DSL,3,No,0.0,1
87.8,Torrance,90503,33.840399,-118.353714,32,974.98,1,2621.75,13.0,29,33,3596.73,2,Month-to-Month,Credit Card,4,0,No Offer,Fiber Optic,0,Yes,0.0,0
97.75,Occidental,95465,38.415003,-122.998726,44,1745.82,6,5043.2,17.0,53,32,6789.02,0,One Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,No,0.0,0
49.4,Long Beach,90805,33.864622,-118.179626,44,39.08,0,184.4,16.0,4,9,233.48,2,Month-to-Month,Bank Withdrawal,2,10,No Offer,Cable,1,Yes,0.0,1
20.1,San Fernando,91340,34.286131,-118.435969,35,685.86,4,936.85,0.0,46,14,1622.71,2,Two Year,Mailed Check,0,0,No Offer,No Internet,0,Yes,0.0,0
24.55,Oceanside,92054,33.351059,-117.420557,41,646.56,8,1750.7,0.0,72,8,2397.26,0,Two Year,Bank Withdrawal,1,0,No Offer,No Internet,0,No,0.0,0
81.15,Monterey Park,91754,34.050322,-118.147037,20,2174.13,7,5224.5,46.0,63,34,7398.63,0,One Year,Credit Card,4,0,Offer B,Fiber Optic,2,Yes,0.0,0
101.4,Sacramento,95817,38.550722,-121.457314,74,2935.2,0,6176.6,11.0,60,48,9111.8,0,One Year,Bank Withdrawal,5,0,Offer B,Fiber Optic,1,Yes,0.0,0
100.25,Whittier,90606,33.976678,-118.065875,62,244.8,1,1064.65,30.0,10,24,1309.45,2,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,1,Yes,0.0,1
101.55,Ladera Ranch,92694,33.569186,-117.640055,57,65.58,0,298.35,6.0,3,21,363.93,0,Month-to-Month,Bank Withdrawal,6,0,Offer E,Fiber Optic,1,Yes,0.0,1
80.35,Newport Beach,92661,33.601309,-117.902304,31,47.68,0,2596.15,21.0,32,1,2643.83,0,Month-to-Month,Bank Withdrawal,3,0,Offer C,Fiber Optic,1,Yes,0.0,1
95.5,Sutter Creek,95685,38.432145,-120.77069,27,1596.7,0,3418.2,59.0,35,45,5014.9,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,2,No,0.0,0
111.65,Los Molinos,96055,40.059385,-122.091481,72,1218.24,4,8022.85,19.0,72,16,9351.09,0,Two Year,Bank Withdrawal,8,110,No Offer,Fiber Optic,3,Yes,0.0,0
55.8,El Cajon,92020,32.79697,-116.969082,20,1838.4,1,2651.2,85.0,48,38,4489.6,1,One Year,Credit Card,4,0,Offer B,DSL,2,Yes,0.0,0
85.95,Sacramento,95835,38.685069,-121.543709,78,1566.4,0,2628.6,9.0,32,48,4195.0,0,Month-to-Month,Credit Card,3,0,Offer C,Fiber Optic,0,Yes,0.0,1
48.7,Compton,90220,33.88151,-118.234451,40,0.0,5,2495.2,25.0,53,0,2495.2,3,Month-to-Month,Bank Withdrawal,6,0,No Offer,Cable,3,Yes,0.0,0
62.8,Rio Linda,95673,38.688764,-121.457596,42,58.03,0,418.3,21.0,7,8,476.33,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,DSL,2,No,0.0,0
19.95,Redwood Valley,95470,39.298065,-123.25211,51,617.32,0,907.05,0.0,46,13,1524.37,0,Two Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
50.95,Sebastopol,95472,38.398815,-122.861923,45,0.0,0,605.75,9.0,12,0,605.75,0,Month-to-Month,Bank Withdrawal,5,0,Offer D,DSL,3,Yes,0.0,0
92.85,Nice,95464,39.12334,-122.838198,21,2398.08,8,5980.75,69.0,64,37,8378.83,3,One Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,0
19.65,Hyampom,96046,40.648024,-123.465088,36,353.4,0,270.6,0.0,15,23,624.0,0,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
98.05,Indio,92203,33.752938,-116.230055,43,1196.79,0,3990.6,4.0,41,29,5187.39,0,Month-to-Month,Bank Withdrawal,6,0,Offer B,Fiber Optic,1,No,0.0,0
24.6,Three Rivers,93271,36.413433,-118.854708,58,1752.36,0,1266.4,0.0,51,34,2970.85,0,One Year,Bank Withdrawal,1,0,Offer B,No Internet,0,Yes,47.91,0
51.0,Castro Valley,94546,37.708327,-122.083473,73,131.88,1,1381.8,21.0,28,4,1593.68,2,One Year,Bank Withdrawal,2,80,No Offer,DSL,0,Yes,0.0,0
61.35,Altadena,91001,34.196837,-118.142236,25,0.0,0,4193.4,73.0,66,0,4323.4,0,Two Year,Bank Withdrawal,7,130,Offer A,DSL,3,Yes,0.0,0
87.15,Redondo Beach,90277,33.830453,-118.384565,50,12.4,0,183.75,6.0,2,6,196.15,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,1,Yes,0.0,1
79.15,Raymond,93653,37.252057,-119.95783,62,1766.44,1,3566.6,18.0,43,41,5333.04,0,Two Year,Credit Card,7,0,No Offer,DSL,3,Yes,0.0,0
75.8,Escondido,92027,33.141265,-116.967221,28,166.46,1,4415.75,69.0,58,2,4582.21,2,Two Year,Credit Card,6,0,Offer B,DSL,3,No,0.0,0
79.85,Pebble Beach,93953,36.587497,-121.944815,25,2310.66,8,5234.95,59.0,66,35,7545.61,1,Two Year,Bank Withdrawal,7,0,Offer A,DSL,2,No,0.0,0
114.6,Duncans Mills,95430,38.445603,-123.063756,45,348.61,5,8100.25,29.0,71,4,8448.86,3,Two Year,Bank Withdrawal,9,0,No Offer,Fiber Optic,4,No,0.0,0
25.75,Lower Lake,95457,38.925545,-122.549083,26,217.93,7,755.6,0.0,31,7,973.53,3,Two Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
20.85,Emeryville,94608,37.83726,-122.287648,55,3182.22,5,1539.75,0.0,71,44,4721.97,0,One Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
90.55,Berkeley,94707,37.897753,-122.279391,47,695.02,4,2929.75,21.0,31,22,3624.77,0,Month-to-Month,Credit Card,5,0,Offer C,Fiber Optic,3,Yes,0.0,0
96.9,Paynes Creek,96075,40.343213,-121.815412,33,292.8,1,4473.45,18.0,48,6,4766.25,0,Two Year,Bank Withdrawal,6,0,Offer B,Fiber Optic,3,Yes,0.0,0
73.45,Santa Maria,93458,34.95934,-120.490081,79,810.72,7,5329.0,3.0,72,11,6139.72,0,Two Year,Credit Card,6,0,Offer A,Cable,1,Yes,0.0,0
77.35,Long Barn,95335,38.109125,-120.078597,73,2424.96,4,5396.25,10.0,72,33,7821.21,0,Two Year,Credit Card,6,0,Offer A,DSL,3,No,0.0,0
99.05,Point Arena,95468,38.911299,-123.609588,67,2077.92,0,5295.7,13.0,54,38,7413.62,0,Month-to-Month,Credit Card,5,40,No Offer,Fiber Optic,1,Yes,0.0,0
25.1,Simi Valley,93065,34.269449,-118.768471,66,170.64,0,1789.9,0.0,72,2,1960.54,0,Two Year,Credit Card,1,0,Offer A,No Internet,0,Yes,0.0,0
94.1,French Camp,95231,37.873283,-121.292034,44,932.4,8,5475.9,19.0,60,15,6408.3,0,Month-to-Month,Credit Card,6,0,Offer B,Fiber Optic,2,Yes,0.0,0
107.45,Monterey Park,91755,34.049172,-118.115022,65,1272.7,7,7047.5,26.0,65,19,8320.2,3,One Year,Bank Withdrawal,7,0,Offer B,Fiber Optic,2,Yes,0.0,0
44.85,Sultana,93666,36.545353,-119.338535,35,0.0,2,1442.6,76.0,34,0,1442.6,3,Month-to-Month,Bank Withdrawal,4,0,Offer C,DSL,2,Yes,0.0,0
61.45,San Diego,92115,32.762506,-117.07245,45,1849.63,0,2302.35,27.0,37,49,4213.19,1,Two Year,Credit Card,4,110,No Offer,Cable,3,No,48.79,0
90.65,Clipper Mills,95930,39.562239,-121.14836,43,126.28,0,367.95,18.0,4,31,494.23,0,Month-to-Month,Bank Withdrawal,4,0,Offer E,Fiber Optic,1,No,0.0,0
105.5,Santa Rosa,95407,38.394091,-122.739814,22,914.5,8,6487.2,52.0,62,14,7551.7,1,Month-to-Month,Bank Withdrawal,7,150,Offer B,Fiber Optic,2,Yes,0.0,0
80.2,Concord,94518,37.950248,-122.022455,43,2230.8,0,4297.6,14.0,52,42,6528.4,0,One Year,Credit Card,3,0,Offer B,Fiber Optic,1,Yes,0.0,0
