monthly_charge,city,zip_code,longitude,age,latitude,total_long_distance_charges,tenure_in_months,total_revenue,number_of_referrals,total_charges,avg_monthly_long_distance_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,offer,engagement_score,paperless_billing,num_addon_services,gender,married,internet_type,customer_status
69.6,Escondido,92027,-116.967221,27,33.141265,46.21,1,115.81,0,69.6,46,58.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Male,No,Fiber Optic,1
58.6,Madeline,96119,-120.506086,38,41.042003,364.65,55,3433.25,9,3068.6,6,23.0,Two Year,0,Bank Withdrawal,Offer B,4,No,3,Male,Yes,DSL,0
63.4,Annapolis,95412,-123.316553,21,38.731055,0.0,6,358.8,0,348.8,0,52.0,Two Year,0,Mailed Check,No Offer,8,Yes,4,Female,No,Cable,0
19.55,Montclair,91763,-117.698319,27,34.072121,443.8,28,987.6,9,543.8,15,0.0,Month-to-Month,3,Bank Withdrawal,No Offer,0,Yes,0,Female,Yes,No Internet,0
66.4,Cardiff By The Sea,92007,-117.272254,50,33.015866,392.47,13,1224.22,0,831.75,30,17.0,Month-to-Month,1,Credit Card,Offer D,4,No,0,Male,No,DSL,0
90.45,Albion,95410,-123.717354,76,39.225694,1076.86,23,3224.11,6,2117.25,46,11.0,One Year,0,Bank Withdrawal,No Offer,3,Yes,0,Male,Yes,Fiber Optic,0
18.8,Carlsbad,92009,-117.258203,36,33.098018,214.05,15,509.0,5,294.95,14,0.0,One Year,0,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
26.45,Fallbrook,92028,-117.299644,42,33.362575,1177.71,37,2089.31,1,911.6,31,0.0,Month-to-Month,2,Credit Card,No Offer,1,No,0,Female,Yes,No Internet,0
24.8,Emigrant Gap,95715,-120.720196,21,39.23754,1006.71,23,1622.06,0,615.35,43,0.0,One Year,0,Credit Card,No Offer,1,No,0,Female,No,No Internet,0
73.55,San Francisco,94114,-122.434801,75,37.758085,36.92,1,110.47,0,73.55,36,6.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Male,Yes,Fiber Optic,1
81.0,Corona,92882,-117.600213,28,33.819385,837.9,38,3922.8,1,3084.9,22,73.0,Two Year,0,Credit Card,No Offer,7,No,3,Male,Yes,Cable,0
25.25,Cassel,96016,-121.572692,61,40.936285,105.38,22,671.88,0,566.5,4,0.0,Two Year,0,Credit Card,Offer D,1,No,0,Male,No,No Internet,0
105.0,San Diego,92121,-117.202937,60,32.898613,725.04,38,4751.44,1,4026.4,19,4.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,Yes,2,Female,Yes,Fiber Optic,1
19.4,Clio,96106,-120.580882,38,39.745805,1341.96,53,2452.31,8,1110.35,25,0.0,Two Year,3,Credit Card,No Offer,0,Yes,0,Male,Yes,No Internet,0
45.4,Torrance,90505,-118.347957,31,33.807882,21.62,2,102.57,0,80.95,10,13.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,Yes,0,Female,No,Cable,0
108.3,Sacramento,95824,-121.439819,51,38.517295,2991.6,72,10685.12,1,7679.65,41,25.0,Two Year,2,Bank Withdrawal,No Offer,8,Yes,4,Female,Yes,Fiber Optic,0
93.3,Navarro,95463,-123.552571,59,39.182916,7.99,1,101.29,0,93.3,7,30.0,Month-to-Month,0,Bank Withdrawal,Offer E,5,Yes,0,Male,No,Fiber Optic,1
54.95,Alta,95701,-120.79153,60,39.218096,0.0,69,3772.5,4,3772.5,0,56.0,Two Year,3,Credit Card,Offer A,6,Yes,2,Female,Yes,Cable,0
94.55,Anaheim,92802,-117.923782,68,33.807864,715.4,35,4080.8,3,3365.4,20,18.0,One Year,0,Bank Withdrawal,Offer C,5,Yes,2,Male,Yes,Fiber Optic,0
20.8,Los Angeles,90023,-118.200577,19,34.017697,620.16,24,1089.81,6,469.65,25,0.0,One Year,2,Credit Card,Offer C,0,Yes,0,Male,Yes,No Internet,0
20.8,Crescent Mills,95934,-120.957805,25,40.080342,2006.05,53,3027.85,1,1021.8,37,0.0,One Year,0,Bank Withdrawal,Offer B,0,No,0,Female,Yes,No Internet,1
50.75,Covelo,95428,-123.178765,52,39.83307,0.0,15,655.65,0,688.2,0,14.0,One Year,0,Bank Withdrawal,Offer D,5,No,1,Male,No,DSL,0
38.9,Mammoth Lakes,93546,-118.837167,34,37.550074,0.0,16,664.4,0,664.4,0,30.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Female,No,DSL,0
79.0,Mountain Center,92561,-116.55783,59,33.638645,581.79,33,3158.59,0,2576.8,17,19.0,Month-to-Month,0,Credit Card,Offer C,3,Yes,2,Male,No,Fiber Optic,0
25.0,Pixley,93256,-119.330928,46,35.957019,0.0,3,78.25,1,78.25,0,12.0,Month-to-Month,0,Credit Card,Offer E,1,No,0,Male,Yes,DSL,0
29.95,Ventura,93001,-119.306383,32,34.360261,0.0,9,258.95,1,248.95,0,9.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,Yes,1,Male,Yes,DSL,1
57.75,Clipper Mills,95930,-121.14836,30,39.562239,296.24,23,1579.09,5,1282.85,12,41.0,One Year,0,Credit Card,Offer D,4,Yes,3,Female,Yes,DSL,0
99.7,Stockton,95209,-121.348048,73,38.044523,1308.3,30,4355.65,0,2967.35,43,8.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Female,No,Fiber Optic,1
23.95,Santa Ana,92704,-117.907063,40,33.719869,2170.05,51,3386.4,1,1216.35,42,0.0,One Year,3,Credit Card,No Offer,1,Yes,0,Male,Yes,No Internet,0
60.8,Sebastopol,95472,-122.861923,19,38.398815,0.0,60,3603.45,5,3603.45,0,69.0,Two Year,0,Credit Card,No Offer,7,No,3,Female,Yes,DSL,0
30.85,Fresno,93720,-119.7645,59,36.878709,0.0,13,394.1,0,394.1,0,7.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,No,Cable,0
21.25,Los Olivos,93441,-120.02609,70,34.70434,14.94,9,219.49,1,204.55,1,0.0,One Year,0,Credit Card,No Offer,0,Yes,0,Male,Yes,No Internet,0
80.9,Long Beach,90808,-118.111335,33,33.823943,563.08,14,1715.88,7,1152.8,40,19.0,Month-to-Month,1,Bank Withdrawal,No Offer,3,Yes,0,Female,Yes,Fiber Optic,0
20.05,Hemet,92543,-116.968339,44,33.739415,150.28,34,829.28,6,679.0,4,0.0,Two Year,0,Credit Card,Offer C,0,No,0,Male,Yes,No Internet,0
24.9,Torrance,90503,-118.353714,73,33.840399,103.95,33,951.75,0,847.8,3,0.0,One Year,0,Bank Withdrawal,Offer C,1,Yes,0,Male,No,No Internet,0
76.05,Chula Vista,91915,-116.97595,38,32.605012,667.4,71,6103.85,6,5436.45,9,10.0,Two Year,1,Bank Withdrawal,No Offer,2,No,1,Female,Yes,Fiber Optic,0
69.65,Cabazon,92230,-116.76058,66,33.929812,366.4,16,1409.7,0,1043.3,22,24.0,Two Year,0,Bank Withdrawal,Offer D,1,No,0,Male,No,Fiber Optic,0
49.35,Fresno,93722,-119.929894,44,36.78979,0.0,71,3615.25,1,3515.25,0,25.0,Two Year,0,Bank Withdrawal,No Offer,5,No,1,Male,Yes,Cable,1
98.65,Desert Center,92239,-115.257009,26,33.889605,962.0,26,3499.0,0,2537.0,37,76.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,2,Male,No,Fiber Optic,0
97.95,Orange Cove,93646,-119.298895,61,36.633498,784.98,49,5702.88,7,4917.9,16,18.0,One Year,1,Bank Withdrawal,Offer B,6,Yes,1,Male,Yes,Fiber Optic,0
85.7,Sylmar,91342,-118.399841,80,34.321621,186.3,45,4014.4,0,3778.1,4,20.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,3,Female,No,Fiber Optic,0
20.6,San Diego,92121,-117.202937,63,32.898613,1129.26,33,1819.51,2,690.25,34,0.0,One Year,0,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
-7.0,Folsom,95630,-121.147403,69,38.672638,20.06,1,99.26,0,79.2,20,24.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Fiber Optic,1
95.2,Strawberry Valley,95981,-121.093256,51,39.58458,2160.9,45,6452.75,3,4285.8,48,18.0,Two Year,0,Credit Card,No Offer,5,Yes,1,Female,Yes,Fiber Optic,0
19.1,Sacramento,95826,-121.378826,28,38.542532,5.02,1,24.12,0,19.1,5,0.0,Month-to-Month,0,Mailed Check,No Offer,0,No,0,Female,No,No Internet,0
74.8,Los Angeles,90040,-118.149953,19,33.994524,1952.24,46,5500.54,0,3548.3,42,69.0,Month-to-Month,0,Credit Card,Offer B,2,Yes,1,Female,No,Fiber Optic,0
79.15,Escondido,92026,-117.116916,47,33.21846,1042.47,33,3593.87,2,2531.4,31,18.0,One Year,2,Bank Withdrawal,No Offer,7,Yes,2,Female,Yes,Cable,0
69.5,Los Angeles,90062,-118.308933,65,34.003553,765.0,25,2517.65,9,1752.65,30,2.0,One Year,0,Credit Card,No Offer,5,Yes,2,Female,Yes,DSL,0
54.6,Yuba City,95991,-121.614982,29,39.02741,0.0,17,887.07,5,934.8,0,27.0,One Year,0,Bank Withdrawal,Offer D,6,No,2,Male,Yes,DSL,0
93.4,Planada,95365,-120.306399,22,37.329725,1482.56,32,4461.86,0,2979.3,46,85.0,Month-to-Month,0,Credit Card,No Offer,6,Yes,3,Male,No,Fiber Optic,0
20.4,Riverside,92505,-117.489426,31,33.920907,17.81,1,38.21,0,20.4,17,0.0,Month-to-Month,0,Mailed Check,No Offer,0,No,0,Male,No,No Internet,0
49.95,Snelling,95369,-120.426843,36,37.521708,0.0,16,810.2,1,810.2,0,29.0,Month-to-Month,0,Bank Withdrawal,Offer D,5,Yes,1,Female,Yes,DSL,1
45.3,Glendale,91203,-118.262974,25,34.153338,47.36,1,92.66,0,45.3,47,41.0,Month-to-Month,0,Credit Card,No Offer,1,No,0,Female,No,Cable,0
19.55,Cedarville,96104,-120.152505,40,41.505916,1476.96,51,2563.71,1,1086.75,28,0.0,Two Year,1,Credit Card,Offer B,0,No,0,Male,Yes,No Internet,0
94.65,Twin Bridges,95735,-120.13287,66,38.805481,567.6,15,1852.65,5,1285.05,37,19.0,Two Year,0,Bank Withdrawal,Offer D,5,Yes,1,Female,Yes,Fiber Optic,0
88.05,Indian Wells,92210,-116.291089,79,33.537646,1856.0,50,6323.35,1,4367.35,37,4.0,Month-to-Month,0,Bank Withdrawal,Offer B,4,Yes,1,Female,Yes,Fiber Optic,1
108.1,Indio,92203,-116.230055,59,33.752938,475.68,48,5543.13,0,5067.45,9,4.0,Two Year,0,Bank Withdrawal,No Offer,7,Yes,2,Male,No,Fiber Optic,0
56.2,San Jose,95138,-121.749494,19,37.246064,71.01,27,1668.56,0,1567.55,2,59.0,One Year,2,Credit Card,Offer C,3,No,2,Male,No,DSL,0
20.35,Fresno,93728,-119.818274,24,36.757345,1640.16,72,2994.56,1,1354.4,22,0.0,Two Year,1,Bank Withdrawal,No Offer,0,No,0,Male,Yes,No Internet,0
76.95,Newport Beach,92662,-117.893042,46,33.606336,1278.2,70,6568.0,1,5289.8,18,18.0,Two Year,0,Credit Card,Offer A,7,Yes,2,Male,Yes,DSL,0
55.2,Earlimart,93219,-119.305858,62,35.858054,24.45,15,969.0,0,864.55,1,11.0,One Year,2,Credit Card,Offer D,3,No,2,Male,No,DSL,0
106.65,Surfside,90743,-118.085304,29,33.728273,659.26,17,2331.36,0,1672.1,38,59.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,Yes,4,Male,No,Fiber Optic,0
44.45,Plymouth,95669,-120.891614,63,38.489273,48.31,1,92.76,0,44.45,48,22.0,Month-to-Month,0,Mailed Check,Offer E,1,Yes,0,Female,No,Cable,1
88.95,Boulder Creek,95006,-122.142961,71,37.171727,1191.5,25,3482.7,0,2291.2,47,23.0,Month-to-Month,0,Bank Withdrawal,Offer C,4,Yes,1,Male,No,Fiber Optic,1
43.05,San Diego,92108,-117.142454,40,32.774046,0.0,50,2208.05,0,2208.05,0,76.0,One Year,3,Bank Withdrawal,Offer B,4,Yes,2,Male,No,DSL,0
19.3,San Bernardino,92405,-117.300864,56,34.142747,31.58,2,59.88,0,28.3,15,0.0,One Year,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,1
73.95,San Diego,92122,-117.209774,63,32.85723,52.7,34,2577.15,0,2524.45,1,14.0,Month-to-Month,0,Credit Card,Offer C,2,Yes,1,Female,No,Fiber Optic,1
74.65,San Jose,95129,-122.000887,39,37.305622,554.06,13,1520.31,0,966.25,42,15.0,One Year,0,Credit Card,No Offer,2,Yes,1,Female,No,Fiber Optic,0
109.55,Fallbrook,92028,-117.299644,54,33.362575,358.14,47,5482.69,1,5124.55,7,20.0,Month-to-Month,0,Bank Withdrawal,Offer B,8,Yes,3,Male,Yes,Fiber Optic,1
55.0,Santa Clara,95051,-121.98469,27,37.348129,225.42,6,565.82,0,340.4,37,58.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,0,Female,No,Cable,0
104.4,Galt,95632,-121.259201,20,38.274451,269.56,46,5173.76,0,4904.2,5,82.0,Two Year,0,Bank Withdrawal,Offer B,7,Yes,3,Female,No,Fiber Optic,0
61.05,San Francisco,94124,-122.384532,19,37.731505,524.37,33,2542.77,3,2018.4,15,52.0,Two Year,0,Credit Card,Offer C,4,Yes,3,Male,Yes,DSL,0
50.5,Bangor,95914,-121.38029,35,39.396585,39.58,1,90.08,0,50.5,39,28.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Male,No,DSL,1
25.1,Long Beach,90808,-118.111335,39,33.823943,1416.3,30,2190.44,6,789.55,47,0.0,Two Year,2,Credit Card,Offer C,1,Yes,0,Female,Yes,No Internet,0
109.2,Rancho Cucamonga,91701,-117.611478,49,34.132275,2527.92,72,10406.22,0,7878.3,35,22.0,Two Year,0,Bank Withdrawal,No Offer,8,No,3,Male,No,Fiber Optic,0
69.45,Loma Linda,92354,-117.255974,23,34.049315,1057.44,24,2671.49,8,1614.05,44,59.0,Month-to-Month,0,Bank Withdrawal,Offer C,5,Yes,1,Female,Yes,DSL,0
58.65,Oakland,94602,-122.208417,31,37.803883,0.0,71,4145.25,3,4145.25,0,8.0,Two Year,0,Credit Card,Offer A,7,No,3,Female,Yes,Cable,0
25.0,Sultana,93666,-119.338535,68,36.545353,1167.54,61,2669.29,5,1501.75,19,0.0,Two Year,0,Bank Withdrawal,No Offer,1,No,0,Male,Yes,No Internet,0
100.55,Buellton,93427,-120.238218,56,34.631362,517.58,14,1933.13,0,1415.55,36,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Male,No,Fiber Optic,1
19.7,Smith River,95567,-124.097094,42,41.950683,1.91,1,21.61,0,19.7,1,0.0,Month-to-Month,0,Mailed Check,No Offer,0,No,0,Male,No,No Internet,1
104.3,Citrus Heights,95610,-121.271616,23,38.69508,856.05,65,7651.35,5,6725.3,13,59.0,Two Year,1,Credit Card,No Offer,7,Yes,2,Female,Yes,Fiber Optic,0
81.85,Beverly Hills,90212,-118.401508,51,34.062095,131.1,23,1941.95,3,1810.85,5,30.0,One Year,3,Credit Card,Offer D,3,No,1,Female,Yes,Fiber Optic,0
79.55,North Hollywood,91605,-118.400022,56,34.207295,5.1,1,84.65,0,79.55,5,10.0,Month-to-Month,0,Credit Card,Offer E,3,Yes,1,Female,No,Fiber Optic,1
20.85,June Lake,93529,-119.055813,24,37.730269,1808.55,45,2700.7,2,892.15,40,0.0,Two Year,1,Mailed Check,Offer B,0,No,0,Female,Yes,No Internet,0
60.45,Fresno,93701,-119.787574,50,36.749403,569.04,24,2009.79,0,1440.75,23,4.0,Month-to-Month,0,Bank Withdrawal,Offer C,4,No,3,Male,No,DSL,0
60.6,Leggett,95585,-123.741474,64,39.873371,197.46,18,1353.81,0,1156.35,10,9.0,Month-to-Month,0,Credit Card,Offer D,4,Yes,2,Female,No,DSL,0
20.0,Mount Hamilton,95140,-121.634151,40,37.382909,2954.7,63,4163.95,7,1209.25,46,0.0,Two Year,2,Credit Card,Offer B,0,No,0,Female,Yes,No Internet,0
20.35,San Ardo,93450,-120.85305,46,35.996008,158.9,5,251.65,0,92.75,31,0.0,Month-to-Month,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
29.45,Dos Palos,93620,-120.630682,22,37.045728,0.0,6,161.45,0,161.45,0,52.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,No,1,Female,No,Cable,0
-4.0,Los Angeles,90002,-118.246978,31,33.949255,1083.44,58,2269.39,9,1185.95,18,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
65.55,Fremont,94536,-121.964583,29,37.572273,3332.58,67,7734.13,0,4361.55,49,41.0,Two Year,0,Bank Withdrawal,Offer A,5,No,2,Male,No,Cable,0
51.25,Fort Bragg,95437,-123.683979,26,39.455555,562.56,12,1174.66,1,612.1,46,73.0,Month-to-Month,0,Bank Withdrawal,Offer D,2,Yes,1,Female,Yes,Cable,0
99.45,Madera,93637,-120.194274,54,36.902954,2325.78,59,7979.48,0,5623.7,39,12.0,Month-to-Month,0,Bank Withdrawal,Offer B,7,Yes,3,Female,No,Fiber Optic,0
55.7,Orange,92865,-117.848299,62,33.828779,48.22,1,103.92,0,55.7,48,22.0,Month-to-Month,0,Credit Card,No Offer,3,Yes,0,Male,No,Cable,1
50.95,Santa Barbara,93109,-119.726936,42,34.406256,73.92,2,196.97,0,123.05,36,24.0,Month-to-Month,0,Credit Card,Offer E,2,No,1,Female,No,DSL,0
83.25,Palo Alto,94306,-122.131337,73,37.416159,57.36,4,325.48,10,308.05,14,14.0,One Year,0,Bank Withdrawal,No Offer,3,Yes,0,Female,Yes,Fiber Optic,0
85.45,Kelseyville,95451,-122.792243,39,38.93496,2242.8,72,8470.3,10,6227.5,31,16.0,Two Year,0,Credit Card,No Offer,8,Yes,3,Male,Yes,Cable,0
49.2,Woodland,95776,-121.694431,47,38.694081,36.55,5,253.45,0,216.9,7,18.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,Yes,1,Male,No,DSL,1
83.2,San Diego,92127,-117.118456,23,33.017518,459.08,23,2467.59,0,2032.3,19,76.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,No,3,Female,No,Fiber Optic,0
96.6,Moreno Valley,92553,-117.244933,25,33.923149,939.96,28,3624.31,10,2684.35,33,52.0,Month-to-Month,0,Credit Card,No Offer,5,No,2,Male,Yes,Fiber Optic,0
85.35,Trinity Center,96091,-122.700545,59,41.081847,1290.3,30,3840.7,0,2530.4,43,4.0,One Year,0,Bank Withdrawal,No Offer,8,No,4,Female,No,Cable,1
30.5,La Puente,91744,-117.936436,22,34.031441,0.0,5,167.2,1,167.2,0,59.0,Month-to-Month,1,Bank Withdrawal,No Offer,2,Yes,1,Female,Yes,DSL,0
70.0,San Lorenzo,94580,-122.132415,61,37.676249,158.44,34,2563.54,0,2416.1,4,21.0,Month-to-Month,0,Credit Card,Offer C,1,Yes,0,Female,No,Fiber Optic,1
97.1,Copperopolis,95228,-120.67108,40,37.943954,78.7,2,262.85,10,184.15,39,24.0,Month-to-Month,1,Bank Withdrawal,Offer E,5,No,1,Male,Yes,Fiber Optic,0
78.85,Fullerton,92832,-117.929029,76,33.868316,672.14,14,1765.94,0,1043.8,48,2.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,No,2,Female,No,Fiber Optic,0
103.75,Napa,94558,-122.27011,77,38.489789,440.82,62,6824.17,1,6383.35,7,16.0,One Year,0,Bank Withdrawal,No Offer,7,Yes,2,Male,Yes,Fiber Optic,1
103.85,Larkspur,94939,-122.532369,74,37.937082,2086.08,53,7571.58,1,5485.5,39,23.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,2,Male,Yes,Fiber Optic,1
110.45,Santa Maria,93455,-120.418784,19,34.818227,394.8,30,3721.85,0,3327.05,13,27.0,One Year,0,Credit Card,No Offer,8,No,3,Female,No,Fiber Optic,0
20.15,San Bernardino,92410,-117.297553,30,34.106922,616.8,16,958.15,4,341.35,38,0.0,Month-to-Month,3,Bank Withdrawal,Offer D,0,No,0,Male,Yes,No Internet,0
117.15,Cambria,93428,-121.032256,43,35.591387,1792.08,72,10321.58,1,8529.5,24,5.0,Two Year,0,Credit Card,Offer A,9,Yes,4,Female,Yes,Fiber Optic,0
43.85,Carson,90746,-118.252272,54,33.859171,15.9,1,69.75,0,43.85,15,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,Yes,0,Male,No,Cable,0
99.8,Pomona,91768,-117.785168,27,34.067932,2300.06,49,7302.51,1,4872.45,46,73.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Male,Yes,Fiber Optic,1
26.3,Galt,95632,-121.259201,54,38.274451,974.18,67,2663.08,2,1688.9,14,0.0,Two Year,2,Credit Card,Offer A,1,No,0,Male,Yes,No Internet,0
64.9,Tuolumne,95379,-120.188002,42,37.939768,149.16,11,865.26,0,716.1,13,17.0,Month-to-Month,0,Bank Withdrawal,Offer D,4,Yes,0,Female,No,Cable,0
70.3,Compton,90221,-118.206459,57,33.885811,15.92,1,86.22,0,70.3,15,11.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,Yes,0,Female,No,Fiber Optic,1
19.9,Nevada City,95959,-120.858667,21,39.333737,1.5,1,21.4,0,19.9,1,0.0,Month-to-Month,0,Credit Card,No Offer,0,No,0,Female,No,No Internet,0
114.35,Glendora,91741,-117.849815,46,34.14649,990.0,50,6791.1,0,5791.1,19,21.0,One Year,0,Credit Card,Offer B,9,No,4,Male,No,Fiber Optic,0
83.55,Emigrant Gap,95715,-120.720196,25,39.23754,1527.12,72,7710.42,4,6093.3,21,27.0,Two Year,2,Credit Card,No Offer,8,Yes,3,Male,Yes,DSL,0
30.55,San Diego,92124,-117.089287,60,32.827238,0.0,1,70.55,0,30.55,0,9.0,Month-to-Month,0,Credit Card,No Offer,2,No,1,Female,No,DSL,0
29.5,Grand Terrace,92313,-117.307211,38,34.029175,0.0,48,1423.05,6,1423.05,0,16.0,Month-to-Month,1,Credit Card,No Offer,2,Yes,1,Female,Yes,DSL,0
104.75,Mineral,96063,-121.579609,69,40.408796,681.24,42,5004.69,0,4323.45,16,12.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,2,Female,No,Fiber Optic,1
75.25,Wasco,93280,-119.4464,55,35.652242,900.86,31,3243.37,7,2344.5,29,22.0,One Year,0,Bank Withdrawal,No Offer,7,Yes,3,Male,Yes,DSL,0
111.95,San Diego,92115,-117.07245,77,32.762506,1089.76,56,7508.66,0,6418.9,19,28.0,One Year,0,Bank Withdrawal,Offer B,7,Yes,3,Female,No,Fiber Optic,1
89.35,West Hills,91307,-118.68493,24,34.199787,701.48,19,2388.33,1,1686.85,36,52.0,One Year,3,Bank Withdrawal,No Offer,5,Yes,1,Female,Yes,Fiber Optic,0
79.2,Coalinga,93210,-120.387793,53,36.186867,1487.64,69,6908.29,5,5420.65,21,17.0,Two Year,1,Credit Card,Offer A,3,Yes,1,Male,Yes,Fiber Optic,0
20.35,Dillon Beach,94929,-122.956268,43,38.24458,290.99,7,441.59,0,150.6,41,0.0,Month-to-Month,0,Credit Card,Offer E,0,No,0,Female,No,No Internet,0
25.2,Lake Arrowhead,92352,-117.19335,50,34.2565,20.57,11,265.72,0,245.15,1,0.0,One Year,0,Bank Withdrawal,No Offer,1,No,0,Female,No,No Internet,0
104.6,San Diego,92122,-117.209774,24,32.85723,553.84,43,5313.69,0,4759.85,12,59.0,Two Year,0,Bank Withdrawal,No Offer,7,Yes,2,Female,No,Fiber Optic,1
74.4,Antioch,94509,-121.801599,32,37.980057,71.46,3,287.26,0,215.8,23,24.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,0,Female,No,Fiber Optic,1
59.5,Rancho Cordova,95742,-121.161585,34,38.591134,1990.8,56,5380.05,9,3389.25,35,17.0,Two Year,0,Credit Card,Offer B,4,No,2,Male,Yes,DSL,0
55.25,San Diego,92109,-117.232376,20,32.787836,323.2,40,2462.4,0,2139.2,8,76.0,Month-to-Month,1,Mailed Check,No Offer,3,Yes,2,Male,No,DSL,1
51.25,Mad River,95552,-123.412327,61,40.390301,0.0,43,2151.6,2,2151.6,0,6.0,One Year,0,Bank Withdrawal,Offer B,5,Yes,3,Female,Yes,Cable,0
98.55,San Diego,92129,-117.134917,73,32.961064,888.8,20,2851.6,0,1842.8,44,13.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Male,No,Fiber Optic,1
70.8,Los Angeles,90015,-118.266293,59,34.039224,2960.37,63,7409.17,6,4448.8,46,13.0,One Year,0,Credit Card,No Offer,5,No,3,Male,Yes,Cable,0
20.95,Keyes,95328,-120.911653,45,37.555631,1927.2,60,3197.75,9,1270.55,32,0.0,Two Year,2,Bank Withdrawal,No Offer,0,Yes,0,Male,Yes,No Internet,0
85.5,Long Beach,90808,-118.111335,65,33.823943,1719.26,47,5811.56,0,4042.3,36,20.0,Month-to-Month,0,Credit Card,No Offer,4,No,1,Male,No,Fiber Optic,1
102.0,Palm Springs,92262,-116.659215,36,33.839989,86.79,11,1232.14,1,1145.35,7,10.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Female,Yes,Fiber Optic,1
50.55,San Luis Obispo,93401,-120.626442,36,35.233745,30.96,1,81.51,0,50.55,30,5.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,1,Female,No,DSL,1
78.95,Claremont,91711,-117.717863,70,34.127621,61.35,5,439.75,0,378.4,12,20.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,No,0,Female,No,Fiber Optic,1
109.8,Camarillo,93010,-119.079903,71,34.227846,2189.0,44,7049.35,0,4860.35,49,2.0,One Year,0,Credit Card,No Offer,7,Yes,3,Female,No,Fiber Optic,0
84.95,Joshua Tree,92252,-116.281511,46,34.167236,291.4,62,5437.27,1,5150.55,4,28.0,Two Year,0,Bank Withdrawal,Offer B,8,Yes,3,Female,Yes,Cable,0
91.65,South El Monte,91733,-118.053753,61,34.04622,127.82,14,1428.82,1,1301.0,9,12.0,Month-to-Month,1,Bank Withdrawal,No Offer,4,Yes,1,Female,Yes,Fiber Optic,1
69.95,Sacramento,95842,-121.34848,43,38.687367,438.88,16,1644.38,0,1205.5,27,27.0,Month-to-Month,0,Credit Card,No Offer,1,Yes,0,Male,No,Fiber Optic,0
-4.0,Inglewood,90304,-118.359824,46,33.936827,439.6,35,2456.05,0,2016.45,12,56.0,One Year,3,Credit Card,No Offer,3,No,2,Female,No,DSL,0
101.3,Newport Beach,92661,-117.902304,61,33.601309,136.08,18,1930.73,0,1794.65,7,20.0,Month-to-Month,0,Credit Card,No Offer,6,No,2,Male,No,Fiber Optic,0
86.45,Stockton,95219,-121.387999,31,38.029729,2180.5,70,8130.7,0,5950.2,31,5.0,Two Year,0,Credit Card,Offer A,8,No,4,Female,Yes,DSL,0
60.4,Burbank,91506,-118.323548,60,34.169706,1418.39,67,5412.09,1,3953.7,21,13.0,Two Year,0,Bank Withdrawal,No Offer,4,Yes,3,Male,Yes,Cable,0
20.5,Mt Baldy,91759,-117.662032,30,34.231318,435.84,16,726.39,3,290.55,27,0.0,Two Year,2,Credit Card,Offer D,0,No,0,Male,Yes,No Internet,0
20.4,Joshua Tree,92252,-116.281511,60,34.167236,547.8,11,779.25,0,231.45,49,0.0,Two Year,0,Credit Card,Offer D,0,No,0,Male,No,No Internet,0
51.35,Montrose,91020,-118.230625,38,34.2112,0.0,61,3244.4,10,3244.4,0,17.0,Two Year,0,Credit Card,Offer B,5,No,3,Female,Yes,DSL,0
